web-scraper-order,web-scraper-start-url,containers,containers-href,prix,superficie ,adresse,image-src
"1739888662-456","https://sn.coinafrique.com/categorie/terrains","Terrain - Recasement 1 Almadie","https://sn.coinafrique.com/annonce/terrains/terrain-recasement-1-almadie-5185964","135 000 000 CFA","204 m2","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3973772_uploaded_image1_1669012156.jpg"
"1739888662-457","https://sn.coinafrique.com/categorie/terrains","Terrain - Recasement 1 Almadie","https://sn.coinafrique.com/annonce/terrains/terrain-recasement-1-almadie-5185964","135 000 000 CFA","204 m2","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3963754_uploaded_image1_1668380135.jpg"
"1739888662-458","https://sn.coinafrique.com/categorie/terrains","Terrain - Recasement 1 Almadie","https://sn.coinafrique.com/annonce/terrains/terrain-recasement-1-almadie-5185964","135 000 000 CFA","204 m2","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3881456_uploaded_image1_1663412831.jpg"
"1739888662-459","https://sn.coinafrique.com/categorie/terrains","Terrain - Recasement 1 Almadie","https://sn.coinafrique.com/annonce/terrains/terrain-recasement-1-almadie-5185964","135 000 000 CFA","204 m2","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3587064_uploaded_image1_1646129211.jpg"
"1739888665-460","https://sn.coinafrique.com/categorie/terrains","Terrain 300 m` - Thies","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-thies-5189902","15 000 000 CFA","300","Thies, Sénégal","https://images.coinafrique.com/thumb_5189902_uploaded_image1_1739808259.jpg"
"1739888665-461","https://sn.coinafrique.com/categorie/terrains","Terrain 300 m` - Thies","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-thies-5189902","15 000 000 CFA","300","Thies, Sénégal","https://images.coinafrique.com/thumb_5093286_uploaded_image1_1734301042.jpg"
"1739888665-462","https://sn.coinafrique.com/categorie/terrains","Terrain 300 m` - Thies","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-thies-5189902","15 000 000 CFA","300","Thies, Sénégal","https://images.coinafrique.com/thumb_5092283_uploaded_image1_1734215865.jpg"
"1739888665-463","https://sn.coinafrique.com/categorie/terrains","Terrain 300 m` - Thies","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-thies-5189902","15 000 000 CFA","300","Thies, Sénégal","https://images.coinafrique.com/thumb_5092286_uploaded_image1_1734215949.jpg"
"1739888665-464","https://sn.coinafrique.com/categorie/terrains","Terrain 300 m` - Thies","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-thies-5189902","15 000 000 CFA","300","Thies, Sénégal","https://images.coinafrique.com/thumb_4958427_uploaded_image1_1727121044.jpg"
"1739888665-465","https://sn.coinafrique.com/categorie/terrains","Terrain 300 m` - Thies","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-thies-5189902","15 000 000 CFA","300","Thies, Sénégal","https://images.coinafrique.com/thumb_4997452_uploaded_image1_1729104926.jpg"
"1739888665-466","https://sn.coinafrique.com/categorie/terrains","Terrain 300 m` - Thies","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-thies-5189902","15 000 000 CFA","300","Thies, Sénégal","https://images.coinafrique.com/thumb_4950422_uploaded_image1_1726672089.jpg"
"1739888665-467","https://sn.coinafrique.com/categorie/terrains","Terrain 300 m` - Thies","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-thies-5189902","15 000 000 CFA","300","Thies, Sénégal","https://images.coinafrique.com/thumb_4950411_uploaded_image1_1726671904.jpg"
"1739888665-468","https://sn.coinafrique.com/categorie/terrains","Terrain 300 m` - Thies","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-thies-5189902","15 000 000 CFA","300","Thies, Sénégal","https://images.coinafrique.com/thumb_4941231_uploaded_image1_1726154659.jpg"
"1739888665-469","https://sn.coinafrique.com/categorie/terrains","Terrain 300 m` - Thies","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-thies-5189902","15 000 000 CFA","300","Thies, Sénégal","https://images.coinafrique.com/thumb_4878703_uploaded_image1_1722878488.jpg"
"1739888665-470","https://sn.coinafrique.com/categorie/terrains","Terrain 300 m` - Thies","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-thies-5189902","15 000 000 CFA","300","Thies, Sénégal","https://images.coinafrique.com/thumb_4819158_uploaded_image1_1719829830.jpg"
"1739888665-471","https://sn.coinafrique.com/categorie/terrains","Terrain 300 m` - Thies","https://sn.coinafrique.com/annonce/terrains/terrain-300-m-thies-5189902","15 000 000 CFA","300","Thies, Sénégal","https://images.coinafrique.com/thumb_4810114_uploaded_image1_1719327648.jpg"
"1739888669-472","https://sn.coinafrique.com/categorie/terrains","Terrain 200m`  - Ndiass","https://sn.coinafrique.com/annonce/terrains/terrain-200m-ndiass-5189915","2 000 000 CFA","200","Ndiass, Sénégal","https://images.coinafrique.com/thumb_5189915_uploaded_image1_1739808596.jpg"
"1739888669-473","https://sn.coinafrique.com/categorie/terrains","Terrain 200m`  - Ndiass","https://sn.coinafrique.com/annonce/terrains/terrain-200m-ndiass-5189915","2 000 000 CFA","200","Ndiass, Sénégal","https://images.coinafrique.com/thumb_5043379_uploaded_image1_1731579165.jpg"
"1739888669-474","https://sn.coinafrique.com/categorie/terrains","Terrain 200m`  - Ndiass","https://sn.coinafrique.com/annonce/terrains/terrain-200m-ndiass-5189915","2 000 000 CFA","200","Ndiass, Sénégal","https://images.coinafrique.com/thumb_3843808_uploaded_image1_1661299008.jpg"
"1739888669-475","https://sn.coinafrique.com/categorie/terrains","Terrain 200m`  - Ndiass","https://sn.coinafrique.com/annonce/terrains/terrain-200m-ndiass-5189915","2 000 000 CFA","200","Ndiass, Sénégal","https://images.coinafrique.com/thumb_3843760_uploaded_image1_1661296029.jpg"
"1739888669-476","https://sn.coinafrique.com/categorie/terrains","Terrain 200m`  - Ndiass","https://sn.coinafrique.com/annonce/terrains/terrain-200m-ndiass-5189915","2 000 000 CFA","200","Ndiass, Sénégal","https://images.coinafrique.com/thumb_2741124_uploaded_image1_1604598495.jpg"
"1739888669-477","https://sn.coinafrique.com/categorie/terrains","Terrain 200m`  - Ndiass","https://sn.coinafrique.com/annonce/terrains/terrain-200m-ndiass-5189915","2 000 000 CFA","200","Ndiass, Sénégal","https://images.coinafrique.com/thumb_899100_uploaded_image1_1567372335.22.png"
"1739888669-478","https://sn.coinafrique.com/categorie/terrains","Terrain 200m`  - Ndiass","https://sn.coinafrique.com/annonce/terrains/terrain-200m-ndiass-5189915","2 000 000 CFA","200","Ndiass, Sénégal","https://images.coinafrique.com/thumb_766389_uploaded_image1_1563709266.7.png"
"1739888673-479","https://sn.coinafrique.com/categorie/terrains","Terrain  - Thies","https://sn.coinafrique.com/annonce/terrains/terrain-thies-5189978","10 000 000 CFA","","Thies, Sénégal","https://images.coinafrique.com/thumb_5172277_uploaded_image1_1738801652.jpg"
"1739888673-480","https://sn.coinafrique.com/categorie/terrains","Terrain  - Thies","https://sn.coinafrique.com/annonce/terrains/terrain-thies-5189978","10 000 000 CFA","","Thies, Sénégal","https://images.coinafrique.com/thumb_5172279_uploaded_image1_1738801746.jpg"
"1739888673-481","https://sn.coinafrique.com/categorie/terrains","Terrain  - Thies","https://sn.coinafrique.com/annonce/terrains/terrain-thies-5189978","10 000 000 CFA","","Thies, Sénégal","https://images.coinafrique.com/thumb_5028952_uploaded_image1_1730848677.jpg"
"1739888673-482","https://sn.coinafrique.com/categorie/terrains","Terrain  - Thies","https://sn.coinafrique.com/annonce/terrains/terrain-thies-5189978","10 000 000 CFA","","Thies, Sénégal","https://images.coinafrique.com/thumb_5189978_uploaded_image1_1739811406.jpg"
"1739888673-483","https://sn.coinafrique.com/categorie/terrains","Terrain  - Thies","https://sn.coinafrique.com/annonce/terrains/terrain-thies-5189978","10 000 000 CFA","","Thies, Sénégal","https://images.coinafrique.com/thumb_5189902_uploaded_image1_1739808259.jpg"
"1739888673-484","https://sn.coinafrique.com/categorie/terrains","Terrain  - Thies","https://sn.coinafrique.com/annonce/terrains/terrain-thies-5189978","10 000 000 CFA","","Thies, Sénégal","https://images.coinafrique.com/thumb_5156832_uploaded_image1_1738059421.jpg"
"1739888673-485","https://sn.coinafrique.com/categorie/terrains","Terrain  - Thies","https://sn.coinafrique.com/annonce/terrains/terrain-thies-5189978","10 000 000 CFA","","Thies, Sénégal","https://images.coinafrique.com/thumb_5173833_uploaded_image1_1738875548.jpg"
"1739888673-486","https://sn.coinafrique.com/categorie/terrains","Terrain  - Thies","https://sn.coinafrique.com/annonce/terrains/terrain-thies-5189978","10 000 000 CFA","","Thies, Sénégal","https://images.coinafrique.com/thumb_5186346_uploaded_image1_1739568673.jpg"
"1739888673-487","https://sn.coinafrique.com/categorie/terrains","Terrain  - Thies","https://sn.coinafrique.com/annonce/terrains/terrain-thies-5189978","10 000 000 CFA","","Thies, Sénégal","https://images.coinafrique.com/thumb_5185851_uploaded_image1_1739543256.27.jpeg"
"1739888673-488","https://sn.coinafrique.com/categorie/terrains","Terrain  - Thies","https://sn.coinafrique.com/annonce/terrains/terrain-thies-5189978","10 000 000 CFA","","Thies, Sénégal","https://images.coinafrique.com/thumb_5136552_uploaded_image1_1736960823.jpg"
"1739888673-489","https://sn.coinafrique.com/categorie/terrains","Terrain  - Thies","https://sn.coinafrique.com/annonce/terrains/terrain-thies-5189978","10 000 000 CFA","","Thies, Sénégal","https://images.coinafrique.com/thumb_5182058_uploaded_image1_1739357438.jpg"
"1739888673-490","https://sn.coinafrique.com/categorie/terrains","Terrain  - Thies","https://sn.coinafrique.com/annonce/terrains/terrain-thies-5189978","10 000 000 CFA","","Thies, Sénégal","https://images.coinafrique.com/thumb_5176034_uploaded_image1_1739004976.jpg"
"1739888679-491","https://sn.coinafrique.com/categorie/terrains","Terrain 150m`  - Bambilor","https://sn.coinafrique.com/annonce/terrains/terrain-150m-bambilor-5189984","Prix sur demande","150 m2","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5189984_uploaded_image1_1739811583.jpg"
"1739888679-492","https://sn.coinafrique.com/categorie/terrains","Terrain 150m`  - Bambilor","https://sn.coinafrique.com/annonce/terrains/terrain-150m-bambilor-5189984","Prix sur demande","150 m2","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4148728_uploaded_image3_1679757725.jpeg"
"1739888679-493","https://sn.coinafrique.com/categorie/terrains","Terrain 150m`  - Bambilor","https://sn.coinafrique.com/annonce/terrains/terrain-150m-bambilor-5189984","Prix sur demande","150 m2","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2894206_uploaded_image1_1610795582.jpg"
"1739888679-494","https://sn.coinafrique.com/categorie/terrains","Terrain 150m`  - Bambilor","https://sn.coinafrique.com/annonce/terrains/terrain-150m-bambilor-5189984","Prix sur demande","150 m2","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2886458_uploaded_image1_1610478499.jpg"
"1739888679-495","https://sn.coinafrique.com/categorie/terrains","Terrain 150m`  - Bambilor","https://sn.coinafrique.com/annonce/terrains/terrain-150m-bambilor-5189984","Prix sur demande","150 m2","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5063235_uploaded_image2_1732655326.jpeg"
"1739888679-496","https://sn.coinafrique.com/categorie/terrains","Terrain 150m`  - Bambilor","https://sn.coinafrique.com/annonce/terrains/terrain-150m-bambilor-5189984","Prix sur demande","150 m2","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4640498_uploaded_image1_1710341508.jpg"
"1739888679-497","https://sn.coinafrique.com/categorie/terrains","Terrain 150m`  - Bambilor","https://sn.coinafrique.com/annonce/terrains/terrain-150m-bambilor-5189984","Prix sur demande","150 m2","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4627224_uploaded_image1_1709660512.jpg"
"1739888679-498","https://sn.coinafrique.com/categorie/terrains","Terrain 150m`  - Bambilor","https://sn.coinafrique.com/annonce/terrains/terrain-150m-bambilor-5189984","Prix sur demande","150 m2","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4270930_uploaded_image1_1687776414.jpg"
"1739888679-499","https://sn.coinafrique.com/categorie/terrains","Terrain 150m`  - Bambilor","https://sn.coinafrique.com/annonce/terrains/terrain-150m-bambilor-5189984","Prix sur demande","150 m2","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4525269_uploaded_image1_1704295499.jpg"
"1739888679-500","https://sn.coinafrique.com/categorie/terrains","Terrain 150m`  - Bambilor","https://sn.coinafrique.com/annonce/terrains/terrain-150m-bambilor-5189984","Prix sur demande","150 m2","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4267869_uploaded_image1_1687521726.jpg"
"1739888679-501","https://sn.coinafrique.com/categorie/terrains","Terrain 150m`  - Bambilor","https://sn.coinafrique.com/annonce/terrains/terrain-150m-bambilor-5189984","Prix sur demande","150 m2","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3667331_uploaded_image1_1650800544.jpg"
"1739888679-502","https://sn.coinafrique.com/categorie/terrains","Terrain 150m`  - Bambilor","https://sn.coinafrique.com/annonce/terrains/terrain-150m-bambilor-5189984","Prix sur demande","150 m2","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2025915_uploaded_image1_1588141671.24.jpeg"
"1739888684-503","https://sn.coinafrique.com/categorie/terrains","Terrains 150m² - Almadies 2","https://sn.coinafrique.com/annonce/terrains/terrains-150m-almadies-2-5181121","10 000 000 CFA","150","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5177615_uploaded_image1_1739119600.jpg"
"1739888684-504","https://sn.coinafrique.com/categorie/terrains","Terrains 150m² - Almadies 2","https://sn.coinafrique.com/annonce/terrains/terrains-150m-almadies-2-5181121","10 000 000 CFA","150","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5181121_uploaded_image1_1739294420.jpg"
"1739888684-505","https://sn.coinafrique.com/categorie/terrains","Terrains 150m² - Almadies 2","https://sn.coinafrique.com/annonce/terrains/terrains-150m-almadies-2-5181121","10 000 000 CFA","150","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5179205_uploaded_image1_1739199927.jpg"
"1739888684-506","https://sn.coinafrique.com/categorie/terrains","Terrains 150m² - Almadies 2","https://sn.coinafrique.com/annonce/terrains/terrains-150m-almadies-2-5181121","10 000 000 CFA","150","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5144242_uploaded_image1_1737396762.jpg"
"1739888684-507","https://sn.coinafrique.com/categorie/terrains","Terrains 150m² - Almadies 2","https://sn.coinafrique.com/annonce/terrains/terrains-150m-almadies-2-5181121","10 000 000 CFA","150","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5153184_uploaded_image1_1737839053.jpg"
"1739888684-508","https://sn.coinafrique.com/categorie/terrains","Terrains 150m² - Almadies 2","https://sn.coinafrique.com/annonce/terrains/terrains-150m-almadies-2-5181121","10 000 000 CFA","150","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5104349_uploaded_image1_1734963553.jpg"
"1739888684-509","https://sn.coinafrique.com/categorie/terrains","Terrains 150m² - Almadies 2","https://sn.coinafrique.com/annonce/terrains/terrains-150m-almadies-2-5181121","10 000 000 CFA","150","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4963880_uploaded_image1_1727384725.jpg"
"1739888684-510","https://sn.coinafrique.com/categorie/terrains","Terrains 150m² - Almadies 2","https://sn.coinafrique.com/annonce/terrains/terrains-150m-almadies-2-5181121","10 000 000 CFA","150","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4921573_uploaded_image1_1725206384.jpg"
"1739888684-511","https://sn.coinafrique.com/categorie/terrains","Terrains 150m² - Almadies 2","https://sn.coinafrique.com/annonce/terrains/terrains-150m-almadies-2-5181121","10 000 000 CFA","150","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4838641_uploaded_image1_1720720613.jpg"
"1739888684-512","https://sn.coinafrique.com/categorie/terrains","Terrains 150m² - Almadies 2","https://sn.coinafrique.com/annonce/terrains/terrains-150m-almadies-2-5181121","10 000 000 CFA","150","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4571181_uploaded_image1_1706713946.jpg"
"1739888684-513","https://sn.coinafrique.com/categorie/terrains","Terrains 150m² - Almadies 2","https://sn.coinafrique.com/annonce/terrains/terrains-150m-almadies-2-5181121","10 000 000 CFA","150","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4571186_uploaded_image1_1706714089.jpg"
"1739888684-514","https://sn.coinafrique.com/categorie/terrains","Terrains 150m² - Almadies 2","https://sn.coinafrique.com/annonce/terrains/terrains-150m-almadies-2-5181121","10 000 000 CFA","150","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4574217_uploaded_image1_1706841459.jpg"
"1739888687-515","https://sn.coinafrique.com/categorie/terrains","Vente terrains 216m² Ngor","https://sn.coinafrique.com/annonce/terrains/vente-terrains-216m-ngor-5161464","60 000 000 CFA","216","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_5161464_uploaded_image1_1738269005.jpg"
"1739888691-516","https://sn.coinafrique.com/categorie/terrains","Terrains 150m² - Mbao","https://sn.coinafrique.com/annonce/terrains/terrains-150m-mbao-5161590","Prix sur demande","150","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5161590_uploaded_image1_1738273309.jpg"
"1739888691-517","https://sn.coinafrique.com/categorie/terrains","Terrains 150m² - Mbao","https://sn.coinafrique.com/annonce/terrains/terrains-150m-mbao-5161590","Prix sur demande","150","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5097458_uploaded_image1_1734522497.76.jpeg"
"1739888691-518","https://sn.coinafrique.com/categorie/terrains","Terrains 150m² - Mbao","https://sn.coinafrique.com/annonce/terrains/terrains-150m-mbao-5161590","Prix sur demande","150","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5079233_uploaded_image1_1733488446.jpg"
"1739888691-519","https://sn.coinafrique.com/categorie/terrains","Terrains 150m² - Mbao","https://sn.coinafrique.com/annonce/terrains/terrains-150m-mbao-5161590","Prix sur demande","150","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5000374_uploaded_image1_1729253410.7.jpeg"
"1739888691-520","https://sn.coinafrique.com/categorie/terrains","Terrains 150m² - Mbao","https://sn.coinafrique.com/annonce/terrains/terrains-150m-mbao-5161590","Prix sur demande","150","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4785106_uploaded_image1_1717785517.jpg"
"1739888691-521","https://sn.coinafrique.com/categorie/terrains","Terrains 150m² - Mbao","https://sn.coinafrique.com/annonce/terrains/terrains-150m-mbao-5161590","Prix sur demande","150","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4740208_uploaded_image1_1715558671.jpg"
"1739888691-522","https://sn.coinafrique.com/categorie/terrains","Terrains 150m² - Mbao","https://sn.coinafrique.com/annonce/terrains/terrains-150m-mbao-5161590","Prix sur demande","150","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4730932_uploaded_image1_1715092794.jpg"
"1739888691-523","https://sn.coinafrique.com/categorie/terrains","Terrains 150m² - Mbao","https://sn.coinafrique.com/annonce/terrains/terrains-150m-mbao-5161590","Prix sur demande","150","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4776308_uploaded_image1_1717403861.jpg"
"1739888691-524","https://sn.coinafrique.com/categorie/terrains","Terrains 150m² - Mbao","https://sn.coinafrique.com/annonce/terrains/terrains-150m-mbao-5161590","Prix sur demande","150","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4772311_uploaded_image1_1717162161.jpg"
"1739888691-525","https://sn.coinafrique.com/categorie/terrains","Terrains 150m² - Mbao","https://sn.coinafrique.com/annonce/terrains/terrains-150m-mbao-5161590","Prix sur demande","150","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4723839_uploaded_image1_1714742184.jpg"
"1739888691-526","https://sn.coinafrique.com/categorie/terrains","Terrains 150m² - Mbao","https://sn.coinafrique.com/annonce/terrains/terrains-150m-mbao-5161590","Prix sur demande","150","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4638294_uploaded_image1_1710247058.jpg"
"1739888691-527","https://sn.coinafrique.com/categorie/terrains","Terrains 150m² - Mbao","https://sn.coinafrique.com/annonce/terrains/terrains-150m-mbao-5161590","Prix sur demande","150","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4643084_uploaded_image1_1710499146.jpg"
"1739888694-528","https://sn.coinafrique.com/categorie/terrains","Terrains 294m² - Mariste","https://sn.coinafrique.com/annonce/terrains/terrains-294m-mariste-5166238","148 000 000 CFA","294","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_5166238_uploaded_image1_1738541521.jpg"
"1739888694-529","https://sn.coinafrique.com/categorie/terrains","Terrains 294m² - Mariste","https://sn.coinafrique.com/annonce/terrains/terrains-294m-mariste-5166238","148 000 000 CFA","294","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_2899372_uploaded_image1_1611049809.jpg"
"1739888699-530","https://sn.coinafrique.com/categorie/terrains","Terrain 225m² -Mboro","https://sn.coinafrique.com/annonce/terrains/terrain-225m-mboro-5172279","3 499 500 CFA","225 m2","Thies, Sénégal","https://images.coinafrique.com/thumb_5172279_uploaded_image1_1738801746.jpg"
"1739888699-531","https://sn.coinafrique.com/categorie/terrains","Terrain 225m² -Mboro","https://sn.coinafrique.com/annonce/terrains/terrain-225m-mboro-5172279","3 499 500 CFA","225 m2","Thies, Sénégal","https://images.coinafrique.com/thumb_1581883_uploaded_image1_1580663109.99.png"
"1739888699-532","https://sn.coinafrique.com/categorie/terrains","Terrain 225m² -Mboro","https://sn.coinafrique.com/annonce/terrains/terrain-225m-mboro-5172279","3 499 500 CFA","225 m2","Thies, Sénégal","https://images.coinafrique.com/thumb_2679297_uploaded_image1_1602119219.jpg"
"1739888699-533","https://sn.coinafrique.com/categorie/terrains","Terrain 225m² -Mboro","https://sn.coinafrique.com/annonce/terrains/terrain-225m-mboro-5172279","3 499 500 CFA","225 m2","Thies, Sénégal","https://images.coinafrique.com/thumb_2672357_uploaded_image1_1601857301.jpg"
"1739888702-534","https://sn.coinafrique.com/categorie/terrains","Terrain 200m² -Mboro","https://sn.coinafrique.com/annonce/terrains/terrain-200m-mboro-5172277","1 950 000 CFA","200 m2","Thies, Sénégal","https://images.coinafrique.com/thumb_5172277_uploaded_image1_1738801652.jpg"
"1739888702-535","https://sn.coinafrique.com/categorie/terrains","Terrain 200m² -Mboro","https://sn.coinafrique.com/annonce/terrains/terrain-200m-mboro-5172277","1 950 000 CFA","200 m2","Thies, Sénégal","https://images.coinafrique.com/thumb_5028952_uploaded_image1_1730848677.jpg"
"1739888702-536","https://sn.coinafrique.com/categorie/terrains","Terrain 200m² -Mboro","https://sn.coinafrique.com/annonce/terrains/terrain-200m-mboro-5172277","1 950 000 CFA","200 m2","Thies, Sénégal","https://images.coinafrique.com/thumb_4280735_uploaded_image1_1688486778.jpg"
"1739888702-537","https://sn.coinafrique.com/categorie/terrains","Terrain 200m² -Mboro","https://sn.coinafrique.com/annonce/terrains/terrain-200m-mboro-5172277","1 950 000 CFA","200 m2","Thies, Sénégal","https://images.coinafrique.com/thumb_2854739_uploaded_image1_1609072468.jpg"
"1739888702-538","https://sn.coinafrique.com/categorie/terrains","Terrain 200m² -Mboro","https://sn.coinafrique.com/annonce/terrains/terrain-200m-mboro-5172277","1 950 000 CFA","200 m2","Thies, Sénégal","https://images.coinafrique.com/thumb_2819884_uploaded_image1_1607516646.jpg"
"1739888702-539","https://sn.coinafrique.com/categorie/terrains","Terrain 200m² -Mboro","https://sn.coinafrique.com/annonce/terrains/terrain-200m-mboro-5172277","1 950 000 CFA","200 m2","Thies, Sénégal","https://images.coinafrique.com/thumb_4695244_uploaded_image1_1713282440.jpg"
"1739888702-540","https://sn.coinafrique.com/categorie/terrains","Terrain 200m² -Mboro","https://sn.coinafrique.com/annonce/terrains/terrain-200m-mboro-5172277","1 950 000 CFA","200 m2","Thies, Sénégal","https://images.coinafrique.com/thumb_4692935_uploaded_image2_1713186353.jpeg"
"1739888705-541","https://sn.coinafrique.com/categorie/terrains","Terrains 287m²  - Sicap foire","https://sn.coinafrique.com/annonce/terrains/terrains-287m-sicap-foire-5152058","15 000 000 CFA","287","Sicap foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_5152058_uploaded_image1_1737766784.jpg"
"1739888708-542","https://sn.coinafrique.com/categorie/terrains","Terrains 200m²  - Dieuppeul-derklé","https://sn.coinafrique.com/annonce/terrains/terrains-200m-dieuppeul-derkle-5152064","140 000 000 CFA","200","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_5152064_uploaded_image1_1737767255.jpg"
"1739888711-543","https://sn.coinafrique.com/categorie/terrains","Terrains 1001m²- Mamelles","https://sn.coinafrique.com/annonce/terrains/terrains-1001m-mamelles-5166588","565 000 000 CFA","1001","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_5166588_uploaded_image1_1738573953.jpg"
"1739888714-544","https://sn.coinafrique.com/categorie/terrains","Terrain 1789 m² - Mariste","https://sn.coinafrique.com/annonce/terrains/terrain-1789-m-mariste-5151186","30 000 CFA","","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_5151186_uploaded_image1_1737720344.jpg"
